abajo;abaj
mayordomo;mayordom
mayores;mayor
mayoria;mayori
mayoría;mayor
maíz;maiz
mañana;mañan
mañanas;mañan
mecanismo;mecan
mecánica;mecan
mecánico;mecan
medalla;medall
medallón;medallon
media;medi
medianoche;medianoch
mediante;mediant
medias;medi
medicación;medic
medicamentos;medicament
medicina;medicin
medicinas;medicin
medico;medic
medida;med
medidas;med
medio;medi
mediodía;mediod
medios;medi
medir;med
mejilla;mejill
mejora;mejor
mejorado;mejor
mejorando;mejor
mejorar;mejor
mejores;mejor
melodía;melod
memoria;memori
memorias;memori
menciona;mencion
mencionado;mencion
mencionar;mencion
mencionaste;mencion
mencioné;mencion
mencionó;mencion
menores;menor
menos;men
mensaje;mensaj
mensajero;mensajer
mensajes;mensaj
menta;ment
mentales;mental
mente;ment
mentes;ment
mentido;ment
mentir;ment
mentira;mentir
mentiras;mentir
mentirosa;mentir
mentiroso;mentir
mentiría;ment
mentiste;ment
mentí;ment
menuda;menud
menudo;menud
menú;menu
mercado;merc
mercancía;mercanc
merced;merc
mercedes;merced
mercenarios;mercenari
merece;merec
merecen;merec
mereces;merec
merecido;merec
merecía;merec
merezco;merezc
mesa;mes
mesas;mes
meses;mes
mesías;mes
meta;met
metan;met
metas;met
mete;met
metemos;met
meten;met
meteorito;meteorit
meter;met
meterme;met
meterse;met
meterte;metert
meteré;met
metes;met
metida;met
metido;met
metiendo;met
metieron;met
metiste;met
metió;met
meto;met
metro;metr
metros;metr
metrópolis;metropolis
metí;met
mexicana;mexican
mexicano;mexican
mexicanos;mexican
mezcla;mezcl
micrófono;microfon
mide;mid
miedo;mied
miedos;mied
miembro;miembr
miembros;miembr
mientas;mient
miente;mient
mienten;mient
mientes;mient
miento;mient
mientras;mientr
mierda;mierd
mierdas;mierd
migajas;migaj
milagro;milagr
milagros;milagr
milenio;mileni
miles;mil
milicia;milici
miligramos;miligr
militar;milit
militares;militar
milla;mill
millas;mill
millonario;millonari
millones;millon
millón;millon
mina;min
minas;min
ministerio;ministeri
ministro;ministr
mintiendo;mint
mintió;mint
minuto;minut
minutos;minut
mira;mir
miraba;mir
mirad;mir
mirada;mir
mirado;mir
mirame;miram
miramos;mir
miran;mir
mirando;mir
mirar;mir
mirarlo;mir
mirarme;mir
mirarte;mirart
miras;mir
mire;mir
miren;mir
mires;mir
miro;mir
miré;mir
miró;mir
misa;mis
miserable;miser
miseria;miseri
misericordia;misericordi
misiles;misil
misiones;mision
misión;mision
misma;mism
mismas;mism
mismo;mism
mismos;mism
mismísimo;mismisim
misterio;misteri
misterios;misteri
misteriosa;misteri
misterioso;misteri
mitad;mit
mito;mit
miércoles;miercol
mochila;mochil
mocoso;mocos
moda;mod
modales;modal
modelo;model
modelos;model
moderna;modern
moderno;modern
modo;mod
modos;mod
moisés;moises
mojado;moj
molesta;molest
molestado;molest
molestan;molest
molestando;molest
molestar;molest
molestarla;molest
molestarme;molest
molestarte;molestart
molestaría;molest
moleste;molest
molesten;molest
molestes;molest
molestia;molesti
molesto;molest
molino;molin
momento;moment
momentos;moment
mona;mon
monasterio;monasteri
moneda;moned
monedas;moned
monja;monj
monjas;monj
monje;monj
monjes;monj
mono;mon
monos;mon
monstruo;monstru
monstruos;monstru
monta;mont
montado;mont
montana;montan
montar;mont
montaña;montañ
montañas;montañ
monte;mont
montones;monton
montón;monton
monumento;monument
morder;mord
mordida;mord
mordido;mord
mordió;mord
morfina;morfin
morgue;morg
morimos;mor
morir;mor
moriremos;mor
morirse;mor
morirá;mor
morirán;mor
morirás;mor
moriré;mor
moriría;mor
mortales;mortal
morí;mor
moría;mor
mosca;mosc
moscas;mosc
moscú;moscu
mostaza;mostaz
mostrado;mostr
mostrando;mostr
mostrar;mostr
mostrarle;mostr
mostrarles;mostr
mostrarme;mostr
mostrarte;mostrart
mostraré;mostr
mostró;mostr
motivo;motiv
motivos;motiv
moto;mot
motocicleta;motociclet
motores;motor
movemos;mov
mover;mov
moverme;mov
movernos;mov
moverse;mov
moverte;movert
movida;mov
movido;mov
moviendo;mov
movimiento;movimient
movimientos;movimient
moviéndose;mov
movió;mov
movía;mov
mozo;moz
mucha;much
muchacha;muchach
muchachas;muchach
muchacho;muchach
muchachos;muchach
muchas;much
mucho;much
muchos;much
muchísimas;muchisim
muchísimo;muchisim
mudamos;mud
mudar;mud
mudarme;mud
mudarnos;mud
mudarse;mud
mudo;mud
mudó;mud
muebles;muebl
muelle;muell
muera;muer
mueran;muer
mueras;muer
muerde;muerd
muere;muer
mueren;muer
mueres;muer
muero;muer
muerta;muert
muertas;muert
muerte;muert
muertes;muert
muerto;muert
muertos;muert
muestra;muestr
muestran;muestr
muestras;muestr
muestre;muestr
mueva;muev
muevan;muev
muevanse;muevans
muevas;muev
mueve;muev
mueven;muev
mueves;muev
muevete;muevet
mujer;muj
mujeres;mujer
multa;mult
mundo;mund
mundos;mund
municiones;municion
munición;municion
muralla;murall
murciélago;murcielag
muriendo;mur
muriera;mur
murieron;mur
murio;muri
murió;mur
muro;mur
muros;mur
museo;muse
musica;music
mutación;mutacion
mutante;mutant
mutantes;mutant
mutuamente;mutu
muérete;mueret
muéstrame;muestram
muévanse;muevans
muévase;muev
muévete;muevet
muñeca;muñec
muñecas;muñec
muñeco;muñec
mágica;magic
mágico;magic
máquina;maquin
máquinas;maquin
márchate;marchat
más;mas
máscara;masc
máscaras;masc
mátala;matal
mátalo;matal
mátalos;matal
mátame;matam
mátenlo;matenl
mátenlos;matenl
máxima;maxim
máximo;maxim
médica;medic
médico;medic
médicos;medic
mérito;merit
métete;metet
método;metod
métodos;metod
méxico;mexic
mí;mi
mía;mia
mías;mias
mínima;minim
mínimo;minim
mío;mio
míos;mios
mírala;miral
míralo;miral
mírame;miram
mírate;mirat
míreme;mirem
mírenlo;mirenl
módulo;modul
móvil;movil
múltiples;multipl
músculo;muscul
músculos;muscul
música;music
músico;music
nace;nac
nacen;nac
nacer;nac
nacido;nac
nacimiento;nacimient
naciones;nacion
naciste;nac
nació;nac
nación;nacion
nací;nac
nada;nad
nadando;nad
nadar;nad
nadie;nadi
nalgas;nalg
naranja;naranj
narcóticos;narcot
narices;naric
nasa;nas
naturales;natural
naturaleza;naturalez
naturalmente;natural
navaja;navaj
nave;nav
navegación;naveg
navegar;naveg
naves;nav
navidad;navid
navidades;navidad
necesaria;necesari
necesariamente;necesari
necesarias;necesari
necesario;necesari
necesidad;neces
necesidades;neces
necesita;necesit
necesitaba;necesit
necesitaban;necesit
necesitabas;necesit
necesitado;necesit
necesitamos;necesit
necesitan;necesit
necesitar;necesit
necesitara;necesit
necesitaremos;necesit
necesitará;necesit
necesitarás;necesit
necesitaré;necesit
necesitaría;necesit
necesitas;necesit
necesite;necesit
necesitemos;necesit
necesites;necesit
necesito;necesit
necesitábamos;necesit
negado;neg
negar;neg
negativa;negat
negativo;negat
negociaciones;negoci
negociando;negoci
negociar;negoci
negocio;negoci
negocios;negoci
negra;negr
negras;negr
negro;negr
negros;negr
negó;neg
nena;nen
nene;nen
nervios;nervi
nerviosa;nervios
nervioso;nervios
nerviosos;nervios
nevada;nev
nevera;never
nido;nid
niebla;niebl
niega;nieg
niego;nieg
nieta;niet
nieto;niet
nietos;niet
nieve;niev
ninguna;ningun
ninguno;ningun
ningún;ningun
ninja;ninj
niveles;nivel
niña;niñ
niñas;niñ
niñera;niñer
niñita;niñit
niñito;niñit
niño;niñ
niños;niñ
noble;nobl
nobles;nobl
noche;noch
nochebuena;nochebuen
noches;noch
nocturna;nocturn
nocturno;nocturn
nombrar;nombr
nombre;nombr
nombres;nombr
nono;non
norma;norm
normales;normal
normalidad;normal
normalmente;normal
normas;norm
noroeste;noroest
norte;nort
norteamericano;norteamerican
norteamericanos;norteamerican
norteamérica;norteamer
nosotras;nosotr
nosotros;nosotr
nota;not
notado;not
notar;not
notas;not
noticia;notici
noticias;notici
noto;not
noté;not
novato;novat
novedad;noved
novela;novel
novelas;novel
noventa;novent
novia;novi
novias;novi
noviembre;noviembr
novio;novi
novios;novi
nube;nub
nubes;nub
nuca;nuc
nuclear;nucl
nucleares;nuclear
nudo;nud
nudos;nud
nueces;nuec
nuestra;nuestr
nuestras;nuestr
nuestro;nuestr
nuestros;nuestr
nueva;nuev
nuevamente;nuev
nuevas;nuev
nueve;nuev
nuevo;nuev
nuevos;nuev
numero;numer
nunca;nunc
náuseas;naus
núcleo;nucle
número;numer
números;numer
obedece;obedec
obedecer;obedec
obispo;obisp
objeción;objecion
objetivo;objet
objetivos;objet
objeto;objet
objetos;objet
obliga;oblig
obligaciones;oblig
obligación;oblig
obligado;oblig
obligó;oblig
obreros;obrer
obsequio;obsequi
observa;observ
observación;observ
observador;observ
observando;observ
observar;observ
obsesionado;obsesion
obsesión;obsesion
obstante;obstant
obstrucción;obstruccion
obtener;obten
obtenido;obten
obtuve;obtuv
obtuviste;obtuv
obtuvo;obtuv
obviamente;obvi
obvio;obvi
ocasiones;ocasion
ocasión;ocasion
occidente;occident
octavo;octav
octubre;octubr
oculta;ocult
ocultando;ocult
ocultar;ocult
oculto;ocult
ocultos;ocult
ocupa;ocup
ocupación;ocup
ocupada;ocup
ocupado;ocup
ocupados;ocup
ocupar;ocup
ocuparemos;ocup
ocuparme;ocup
ocuparse;ocup
ocupará;ocup
ocuparé;ocup
ocupe;ocup
ocupo;ocup
ocurra;ocurr
ocurre;ocurr
ocurren;ocurr
ocurrido;ocurr
ocurriendo;ocurr
ocurrir;ocurr
ocurrirá;ocurr
ocurrió;ocurr
océano;ocean
ocúpate;ocupat
odia;odi
odiaba;odi
odian;odi
odiar;odi
odiaría;odi
odias;odi
odie;odi
odio;odi
oeste;oest
ofendas;ofend
ofender;ofend
ofendido;ofend
ofensiva;ofens
oferta;ofert
oficiales;oficial
oficialmente;oficial
oficina;oficin
oficinas;oficin
oficio;ofici
ofrece;ofrec
ofrecen;ofrec
ofrecer;ofrec
ofrecerle;ofrec
ofrecerte;ofrecert
ofrecido;ofrec
ofreciendo;ofrec
ofrecieron;ofrec
ofreció;ofrec
ofrecí;ofrec
ofrezco;ofrezc
oido;oid
oiga;oig
oigan;oig
oigas;oig
oigo;oig
oiste;oist
ojala;ojal
ojalá;ojal
olvida;olvid
olvidaba;olvid
olvidado;olvid
olvidalo;olvidal
olvidamos;olvid
olvidar;olvid
olvidarlo;olvid
olvidarte;olvidart
olvidaré;olvid
olvidas;olvid
olvidaste;olvid
olvide;olvid
olvidemos;olvid
olviden;olvid
olvides;olvid
olvido;olvid
olvidé;olvid
olvidó;olvid
olvídalo;olvidal
olvídate;olvidat
olvídelo;olvidel
olvídenlo;olvidenl
opciones;opcion
opción;opcion
opera;oper
operaciones;oper
operación;oper
operador;oper
operadora;oper
operar;oper
operativo;oper
opina;opin
opinas;opin
opiniones;opinion
opinión;opinion
opino;opin
opio;opi
oponente;oponent
oportunidad;oportun
oportunidades;oportun
oportuno;oportun
optimista;optim
opuesto;opuest
oraciones;oracion
oración;oracion
ordena;orden
ordenado;orden
ordenador;orden
ordenar;orden
ordene;orden
ordenes;orden
ordeno;orden
ordené;orden
ordenó;orden
ordinario;ordinari
oreja;orej
orejas;orej
orfanato;orfanat
organismo;organ
organización;organiz
organizado;organiz
organizar;organiz
orgullo;orgull
orgullosa;orgull
orgulloso;orgull
orgullosos;orgull
orientación;orient
oriente;orient
origen;orig
originales;original
orilla;orill
orina;orin
orinar;orin
orquesta;orquest
oscura;oscur
oscuras;oscur
oscuridad;oscur
oscuro;oscur
oscuros;oscur
otoño;otoñ
ovejas;ovej
oxígeno;oxigen
oyendo;oyend
oyó;oyo
oí;oi
oído;oid
oídos;oid
oímos;oim
oír;oir
oírlo;oirl
oírme;oirm
oírte;oirt
oíste;oist
pabellón;pabellon
paces;pac
paciencia;pacienci
paciente;pacient
pacientes;pacient
pacto;pact
pacífico;pacif
padrastro;padrastr
padre;padr
padres;padr
padrino;padrin
paga;pag
pagado;pag
pagamos;pag
pagan;pag
pagando;pag
paganos;pagan
pagar;pag
pagaremos;pag
pagarle;pag
pagarlo;pag
pagarme;pag
pagaron;pag
pagarte;pagart
pagará;pag
pagarán;pag
pagarás;pag
pagaré;pag
pagaría;pag
pagas;pag
pagaste;pag
pago;pag
pagos;pag
pague;pag
paguen;pag
pagué;pag
pagó;pag
paisaje;paisaj
pajarito;pajarit
pala;pal
palabra;palabr
palabras;palabr
palacio;palaci
palanca;palanc
paliza;paliz
palma;palm
palo;pal
palomitas;palomit
palos;pal
pamela;pamel
pandilla;pandill
pandillas;pandill
panqueques;panquequ
pantalla;pantall
pantalones;pantalon
pantalón;pantalon
pantano;pantan
panza;panz
papa;pap
papas;pap
papeleo;papele
papeles;papel
papito;papit
papá;pap
papás;papas
paquete;paquet
paquetes;paquet
para;par
paracaídas;paracaid
parada;par
paradero;parader
parado;par
parados;par
paramos;par
paramédicos;paramed
paranoia;paranoi
paranoico;paran
parar;par
pararlo;par
paras;par
paraíso;parais
pare;par
parece;parec
parecen;parec
parecer;parec
parecerá;parec
parecería;parec
pareces;parec
parecida;parec
parecido;parec
pareciera;parec
pareció;parec
parecía;parec
parecían;parec
pared;par
paredes;pared
pareja;parej
parejas;parej
paren;par
pares;par
parezca;parezc
parezco;parezc
pariente;parient
parientes;parient
parlamento;parlament
paro;par
parque;parqu
parte;part
partes;part
participar;particip
particular;particul
particularmente;particular
partida;part
partido;part
partidos;part
partimos;part
partir;part
partió;part
parto;part
partículas;particul
parís;par
paró;par
pasa;pas
pasaba;pas
pasada;pas
pasadas;pas
pasado;pas
pasados;pas
pasaje;pasaj
pasajero;pasajer
pasajeros;pasajer
pasamos;pas
pasan;pas
pasando;pas
pasaporte;pasaport
pasar;pas
pasara;pas
pasaremos;pas
pasarla;pas
pasarme;pas
pasaron;pas
pasarte;pasart
pasará;pas
pasarán;pas
pasarás;pas
pasaré;pas
pasaría;pas
pasas;pas
pasaste;pas
pascua;pascu
pase;pas
paseando;pas
pasear;pas
pasemos;pas
pasen;pas
paseo;pase
pases;pas
pasillo;pasill
pasión;pasion
paso;pas
pasos;pas
pasta;past
pasteles;pastel
pastilla;pastill
pastillas;pastill
pasto;past
pasé;pas
pasó;pas
pata;pat
patada;pat
patadas;pat
patas;pat
patatas;patat
patear;pat
patio;pati
pato;pat
patria;patri
patricia;patrici
patrones;patron
patrulla;patrull
patrullas;patrull
patrón;patron
patán;patan
patética;patet
patético;patet
pausa;paus
pavo;pav
pavos;pav
payaso;payas
payasos;payas
país;pais
países;pais
pañales;pañal
pañuelo;pañuel
pecado;pec
pecadores;pecador
pecados;pec
peces;pec
pecho;pech
pechos;pech
pedazo;pedaz
pedazos;pedaz
pediatría;pediatr
pedido;ped
pedimos;ped
pedir;ped
pedirle;ped
pedirles;ped
pedirme;ped
pedirte;pedirt
pediré;ped
pediría;ped
pediste;ped
pedo;ped
pedí;ped
pedía;ped
pega;peg
pegado;peg
pegar;peg
pegarle;peg
pegarme;peg
pegaste;peg
pego;peg
pegó;peg
peinado;pein
pelea;pele
peleado;pel
peleamos;pel
pelean;pel
peleando;pel
pelear;pel
pelearon;pel
peleas;pel
peleaste;pel
pelee;pele
peleen;pel
peleo;pele
peleó;pele
pelicula;pelicul
peligro;peligr
peligros;peligr
peligrosa;peligr
peligrosas;peligr
peligroso;peligr
peligrosos;peligr
pellejo;pellej
pelo;pel
pelos;pel
pelota;pelot
pelotas;pelot
pelotón;peloton
peluca;peluc
peludo;pelud
película;pelicul
películas;pelicul
pena;pen
penas;pen
pendejo;pendej
pendiente;pendient
pendientes;pendient
pene;pen
pensaba;pens
pensaban;pens
pensabas;pens
pensado;pens
pensamiento;pensamient
pensamientos;pensamient
pensamos;pens
pensando;pens
pensar;pens
pensarlo;pens
pensaron;pens
pensará;pens
pensarás;pens
pensaré;pens
pensaría;pens
pensaste;pens
pense;pens
pensemos;pens
pensión;pension
pensábamos;pens
pensé;pens
pensó;pens
pentágono;pentagon
peores;peor
pequeña;pequeñ
pequeñas;pequeñ
pequeño;pequeñ
pequeños;pequeñ
pequeñín;pequeñin
percepción;percepcion
perdamos;perd
perdedores;perdedor
perdemos;perd
perder;perd
perderemos;perd
perderlo;perd
perderme;perd
perderte;perdert
perderá;perd
perderás;perd
perderé;perd
perdería;perd
perdición;perdicion
perdida;perd
perdidas;perd
perdido;perd
perdidos;perd
perdiendo;perd
perdieron;perd
perdimos;perd
perdiste;perd
perdió;perd
perdona;perdon
perdonado;perdon
perdonar;perdon
perdonarme;perdon
perdonará;perdon
perdone;perdon
perdonen;perdon
perdono;perdon
perdí;perd
perdón;perdon
perdóname;perdonam
perdóneme;perdonem
perfección;perfeccion
perfecta;perfect
perfectamente;perfect
perfectas;perfect
perfecto;perfect
perfectos;perfect
perfume;perfum
periodista;period
periodistas;period
periodo;period
periódico;period
periódicos;period
perla;perl
permanece;permanec
permanecer;permanec
permanente;permanent
permanezca;permanezc
permanezcan;permanezc
permiso;permis
permita;permit
permite;permit
permiten;permit
permites;permit
permitido;permit
permitir;permit
permitirá;permit
permitiré;permit
permitiría;permit
permitió;permit
permítame;permitam
permítanme;permitanm
permíteme;permitem
pero;per
perpetua;perpetu
perra;perr
perras;perr
perrito;perrit
perro;perr
perros;perr
persecución;persecu
perseguir;persegu
persigue;persig
persiguen;persig
persiguiendo;persigu
persona;person
personaje;personaj
personajes;personaj
personales;personal
personalidad;personal
personalmente;personal
personas;person
perspectiva;perspect
pertenece;pertenec
pertenecen;pertenec
perteneces;pertenec
pertenecía;pertenec
pertenezco;pertenezc
pervertido;pervert
perímetro;perimetr
período;period
pesa;pes
pesada;pes
pesadilla;pesadill
pesadillas;pesadill
pesado;pes
pesados;pes
pesar;pes
pesas;pes
pesca;pesc
pescado;pesc
pescar;pesc
peso;pes
pesos;pes
peste;pest
petición;peticion
petróleo;petrole
piano;pian
pica;pic
pico;pic
pida;pid
pidan;pid
pidas;pid
pide;pid
piden;pid
pides;pid
pidiendo;pid
pidieron;pid
pidió;pid
pido;pid
piedad;pied
piedra;piedr
piedras;piedr
pieles;piel
piensa;piens
piensan;piens
piensas;piens
piense;piens
piensen;piens
pienses;piens
pienso;piens
pierda;pierd
pierdan;pierd
pierdas;pierd
pierde;pierd
pierden;pierd
pierdes;pierd
pierdo;pierd
pierna;piern
piernas;piern
pieza;piez
piezas;piez
pijama;pijam
pila;pil
pillado;pill
piloto;pilot
pilotos;pilot
pimienta;pimient
pinta;pint
pintar;pint
pintura;pintur
pinturas;pintur
pipa;pip
pirata;pirat
piratas;pirat
pirámide;piramid
piscina;piscin
piso;pis
pisos;pis
pista;pist
pistas;pist
pistola;pistol
pistolas;pistol
pita;pit
pito;pit
pizza;pizz
pizzas;pizz
piénsalo;piensal
piérdete;pierdet
placa;plac
placas;plac
placer;plac
plaga;plag
plana;plan
planea;plane
planeado;plan
planeamos;plan
planeando;plan
planear;plan
planeas;plan
planeo;plane
planes;plan
planeta;planet
planetas;planet
planeó;plane
plano;plan
planos;plan
planta;plant
plantas;plant
plasma;plasm
plata;plat
plataforma;plataform
plato;plat
platos;plat
playa;play
plaza;plaz
plazo;plaz
plena;plen
pleno;plen
plomo;plom
pluma;plum
plumas;plum
plástico;plastic
población;poblacion
pobre;pobr
pobres;pobr
pobreza;pobrez
poca;poc
pocas;poc
poción;pocion
poco;poc
pocos;poc
podamos;pod
podemos;pod
poder;pod
poderes;poder
poderosa;poder
poderoso;poder
poderosos;poder
podia;podi
podido;pod
podremos;podr
podria;podri
podriamos;podri
podrias;podri
podrida;podr
podrido;podr
podrá;podr
podrán;podran
podrás;podras
podré;podr
podría;podr
podríamos;podr
podrían;podr
podrías;podr
podéis;pod
podía;pod
podíamos;pod
podían;pod
podías;pod
poema;poem
poemas;poem
poesía;poes
poeta;poet
policia;polici
policias;polici
policía;polic
policías;polic
pollo;poll
pollos;poll
polo;pol
polvo;polv
política;polit
políticas;polit
político;polit
políticos;polit
pondremos;pondr
pondrá;pondr
pondrán;pondran
pondrás;pondras
pondré;pondr
pondría;pondr
pone;pon
ponemos;pon
ponen;pon
poner;pon
ponerla;pon
ponerle;pon
ponerlo;pon
ponerlos;pon
ponerme;pon
ponernos;pon
ponerse;pon
ponerte;ponert
pones;pon
ponga;pong
pongamos;pong
pongan;pong
pongas;pong
pongo;pong
poniendo;pon
ponla;ponl
ponle;ponl
ponlo;ponl
ponme;ponm
ponte;pont
ponía;pon
popa;pop
pope;pop
popular;popul
poquito;poquit
porcentaje;porcentaj
porche;porch
porno;porn
pornografía;pornograf
porque;porqu
porquería;porqu
porquerías;porqu
porqué;porqu
portaaviones;portaavion
portada;port
portado;port
portero;porter
portátil;portatil
posada;pos
posee;pose
posesión;posesion
posibilidad;posibil
posibilidades;posibil
posible;posibl
posiblemente;posibl
posibles;posibl
posiciones;posicion
posición;posicion
positiva;posit
positivo;posit
poste;post
postre;postr
postura;postur
potencia;potenci
potente;potent
pozo;poz
practica;practic
practicando;practic
practicar;practic
precauciones;precaucion
precaución;precaucion
precio;preci
precios;preci
preciosa;precios
preciosas;preci
precioso;precios
preciosos;precios
precisa;precis
precisamente;precis
precisión;precision
preciso;precis
predecir;predec
predicador;predic
preferida;prefer
preferido;prefer
preferiría;prefer
prefiere;prefier
prefieren;prefier
prefieres;prefier
prefiero;prefier
pregunta;pregunt
preguntaba;pregunt
preguntado;pregunt
preguntamos;pregunt
preguntan;pregunt
preguntando;pregunt
preguntar;pregunt
preguntarle;pregunt
preguntarme;pregunt
preguntaron;pregunt
preguntarte;preguntart
preguntaré;pregunt
preguntas;pregunt
preguntaste;pregunt
pregunte;pregunt
pregunten;pregunt
preguntes;pregunt
pregunto;pregunt
pregunté;pregunt
preguntó;pregunt
pregúntale;preguntal
pregúntele;preguntel
premio;premi
premios;premi
prender;prend
prensa;prens
preocupa;preocup
preocupaba;preocup
preocupaciones;preocup
preocupación;preocup
preocupada;preocup
preocupado;preocup
preocupados;preocup
preocupan;preocup
preocuparme;preocup
preocuparnos;preocup
preocuparse;preocup
preocuparte;preocupart
preocuparía;preocup
preocupas;preocup
preocupe;preocup
preocupen;preocup
preocupes;preocup
preocupo;preocup
prepara;prep
preparación;prepar
preparada;prepar
preparado;prepar
preparados;prepar
preparando;prepar
preparar;prepar
prepararme;prepar
prepararse;prepar
prepararte;preparart
prepararé;prepar
preparativos;prepar
prepare;prepar
preparen;prepar
preparo;prepar
preparé;prep
prepárate;preparat
prepárense;preparens
presa;pres
presencia;presenci
presenta;present
presentación;present
presentado;present
presentar;present
presentarle;present
presentarles;present
presentarme;present
presentarte;presentart
presentaré;present
presente;present
presentes;present
presentimiento;present
presento;present
presentó;present
presidencia;president
presidenta;president
presidente;president
presiento;presient
presiona;presion
presionar;presion
presiones;presion
presión;presion
preso;pres
presos;pres
presta;prest
prestado;prest
prestar;prest
prestas;prest
presten;prest
presupuesto;presupuest
pretende;pretend
pretender;pretend
pretendes;pretend
pretendo;pretend
pretendía;pretend
prevenir;preven
previamente;previ
previsto;previst
prima;prim
primaria;primari
primavera;primaver
primer;prim
primera;primer
primeras;primer
primero;primer
primeros;primer
primo;prim
primos;prim
princesa;princes
principales;principal
principalmente;principal
principe;princip
principio;principi
principios;principi
priorato;priorat
prioridad;priorid
prioridades;prioridad
prisa;pris
prisionero;prisioner
prisioneros;prisioner
prisiones;prision
prisión;prision
privacidad;privac
privada;priv
privadas;priv
privado;priv
privados;priv
privilegio;privilegi
probabilidad;probabil
probabilidades;probabil
probable;probabl
probablemente;probabl
probado;prob
probando;prob
probar;prob
probarlo;prob
probaré;prob
probemos;prob
problema;problem
problemas;problem
procedan;proced
proceder;proced
procedimiento;proced
procedimientos;proced
proceso;proces
procura;procur
producción;produccion
produce;produc
producir;produc
producto;product
productos;product
profecía;profec
profesionales;profesional
profesión;profesion
profesora;profesor
profesores;profesor
profeta;profet
profunda;profund
profundamente;profund
profundidad;profund
profundo;profund
programa;program
programación;program
programado;program
programas;program
progreso;progres
prohibido;prohib
promedio;promedi
promesa;promes
promesas;promes
promete;promet
prometer;promet
prometes;promet
prometida;promet
prometido;promet
prometiste;promet
prometió;promet
prometo;promet
prometí;promet
promoción;promocion
prométeme;prometem
pronto;pront
pronóstico;pronost
propia;propi
propias;propi
propiedad;propied
propiedades;propiedad
propietario;propietari
propina;propin
propio;propi
propios;propi
propone;propon
proponer;propon
propongo;propong
proposición;proposicion
propuesta;propuest
propósito;proposit
propósitos;proposit
prostituta;prostitut
prostitutas;prostitut
protección;proteccion
protege;proteg
protegen;proteg
proteger;proteg
protegerla;proteg
protegerlo;proteg
protegerme;proteg
protegerte;protegert
protegida;proteg
protegido;proteg
protegiendo;proteg
proteja;protej
protesto;protest
protocolo;protocol
protocolos;protocol
prototipo;prototip
provecho;provech
proviene;provien
provincia;provinci
provisiones;provision
provoca;provoc
provocar;provoc
proxima;proxim
proximo;proxim
proyecto;proyect
proyectos;proyect
prudente;prudent
prueba;prueb
pruebas;prueb
pruebe;prueb
pruébalo;pruebal
práctica;practic
prácticamente;practic
prácticas;practic
práctico;practic
préstamo;prestam
príncipe;princip
próxima;proxim
próximas;proxim
próximo;proxim
próximos;prox
psicología;psicolog
psicológico;psicolog
psicópata;psicopat
psiquiatra;psiquiatr
psiquiatría;psiquiatr
psiquiátrico;psiquiatr
publicidad;public
publico;public
pude;pud
pudiera;pud
pudieran;pud
pudieras;pud
pudieron;pud
pudiese;pud
pudimos;pud
pudiste;pud
pudiéramos;pud
pudo;pud
pueblo;puebl
pueblos;puebl
pueda;pued
puedan;pued
puedas;pued
puede;pued
pueden;pued
puedes;pued
puedo;pued
puente;puent
puerco;puerc
puerta;puert
puertas;puert
puerto;puert
puesta;puest
puestas;puest
puesto;puest
puestos;puest
puja;puj
pulgadas;pulg
pulgar;pulg
pulgas;pulg
pulmones;pulmon
pulmón;pulmon
pulso;puls
punta;punt
puntería;punt
punto;punt
puntos;punt
pura;pur
puro;pur
puros;pur
puse;pus
pusiera;pus
pusieron;pus
pusimos;pus
pusiste;pus
puso;pus
puta;put
putas;put
puto;put
putos;put
puñado;puñ
puño;puñ
puños;puñ
página;pagin
páginas;pagin
pájaro;pajar
pájaros;pajar
pálido;pal
pánico;panic
párate;parat
pásame;pasam
pégale;pegal
pégame;pegam
pérdida;perd
pérdidas;perd
pésimo;pesim
pídele;pidel
píldora;pildor
píldoras;pildor
póliza;poliz
pólvora;polvor
pónganse;pongans
póngase;pong
póquer;poqu
pórtate;portat
pública;public
públicas;public
público;public
púdrete;pudret
púrpura;purpur
quebrado;quebr
queda;qued
quedaba;qued
quedado;qued
quedamos;qued
quedan;qued
quedando;qued
quedar;qued
quedara;qued
quedaras;qued
quedaremos;qued
quedarme;qued
quedarnos;qued
quedaron;qued
quedarse;qued
quedarte;quedart
quedará;qued
quedarán;qued
quedarás;qued
quedaré;qued
quedaría;qued
quedas;qued
quedaste;qued
quedate;quedat
quede;qued
queden;qued
quedes;qued
quedo;qued
quedé;qued
quedó;qued
queja;quej
quejarte;quejart
quejas;quej
quema;quem
quemada;quem
quemado;quem
quemaduras;quemadur
quemando;quem
quemar;quem
quemen;quem
quemó;quem
queramos;quer
queremos;quer
querer;quer
queria;queri
querias;queri
querida;quer
querido;quer
queridos;quer
queriendo;quer
querrá;querr
querrán;querran
querrás;querras
querría;querr
querrías;querr
queréis;quer
querés;queres
quería;quer
queríamos;quer
querían;quer
querías;quer
queso;ques
quiebra;quiebr
quien;qui
quienes;quien
quienquiera;quienqu
quiera;quier
quieran;quier
quieras;quier
quiere;quier
quieren;quier
quieres;quier
quiero;quier
quieta;quiet
quieto;quiet
quietos;quiet
quince;quinc
quinta;quint
quinto;quint
quirófano;quirofan
quise;quis
quisiera;quis
quisieran;quis
quisieras;quis
quisieron;quis
quisiste;quis
quisiéramos;quis
quiso;quis
quita;quit
